,YEAR,SERIAL,MONTH,PERNUM,WTFINL,CPSIDP,AGE,SEX,RACE,HISPAN,EMPSTAT,EDUC
2454360,2022,21222,2,1,3901.3442,20211102109501,34,1,100,0,10,73
2808097,2022,51498,5,1,5444.8777,20220205143201,25,1,100,0,10,111
1742189,2021,31111,7,1,3300.556,20210603118901,75,2,100,0,36,111
1402975,2021,22305,4,1,3418.0286,20200102275801,53,1,100,0,10,111
3592810,2023,35417,1,2,4506.4454,20220100834402,28,2,100,0,10,73
121604,2020,10438,4,2,4642.0697,20190301055102,54,2,100,0,36,91
1048697,2021,6219,1,1,5358.8403,20200100639101,48,1,200,0,34,92
2827772,2022,64352,5,1,3623.6595,20220306426301,74,2,100,0,36,81
1018105,2020,56070,12,2,2476.2102,20191105717802,40,2,100,0,10,123
748046,2020,25723,10,1,1904.2996,20200902567701,48,1,200,0,10,73
2863635,2022,19460,6,2,1123.0883,20220601946002,37,1,100,0,10,111
3235632,2022,64117,9,1,4482.2246,20210706330501,24,1,100,0,10,111
3056917,2022,12321,8,1,429.4421,20220701231501,24,2,100,0,10,111
769220,2020,38798,10,1,784.6158,20191003947501,40,2,100,0,10,73
2270479,2021,35550,12,4,707.006,20211103545304,17,1,100,0,34,81
2096429,2021,56815,10,1,5001.7764,20201005745001,26,1,100,0,10,111
779533,2020,45271,10,1,3904.2745,20201004527101,27,1,100,0,10,60
969204,2020,24196,12,1,1935.1275,20201102419601,51,1,100,0,10,111
3033391,2022,65720,7,1,938.039,20210706490401,39,2,100,0,10,111
2667,2020,1777,3,1,571.3677,20200300177701,36,1,100,0,10,73
1071483,2021,20367,1,4,4389.3208,20201002033404,5,2,100,0,0,1
2391144,2022,48225,1,1,5637.1277,20210104863901,30,1,100,0,10,81
2781587,2022,34057,5,1,3395.3524,20210203419501,44,1,100,0,10,73
1762645,2021,44570,7,1,3535.5835,20210404529901,51,2,100,0,32,40
1101700,2021,39295,1,1,3763.2166,20201003914001,60,2,100,0,10,92
3337258,2022,64368,10,3,3861.8452,20210906360903,5,2,651,0,0,1
1543138,2021,40809,5,1,1279.9444,20200404186001,71,1,100,100,32,20
302155,2020,68015,5,3,6345.5013,20190506892803,16,2,100,0,34,50
1931956,2021,17484,9,1,4273.5473,20210801751601,30,2,100,0,10,92
868259,2020,30196,11,2,4118.1227,20190903066102,19,1,200,0,10,81
66472,2020,44264,3,3,4780.2327,20200304426403,37,2,100,0,10,73
1414761,2021,29470,4,2,2611.1938,20210202959502,70,2,100,0,36,111
2025964,2021,10182,10,2,4544.951,20210901020102,19,2,100,100,10,81
575561,2020,56699,8,1,4145.3047,20190605795401,29,2,100,0,10,125
2229114,2021,7806,12,1,4064.5404,20201100791201,57,1,100,0,36,73
656673,2020,38849,9,2,6998.2167,20200903884902,8,1,200,0,0,1
577742,2020,58460,8,4,3764.9894,20200705852204,5,2,651,0,0,1
944399,2020,8591,12,3,6614.2695,20191200882103,2,2,100,100,0,1
2866431,2022,21165,6,4,10125.0154,20220502111004,13,1,200,0,0,1
3433882,2022,62528,11,1,438.4237,20220906244801,67,1,802,0,36,73
941979,2020,7249,12,2,3971.31,20201000725102,60,1,100,611,34,40
280418,2020,52451,5,1,6237.2858,20200505245101,58,2,100,0,36,91
2099137,2021,58409,10,1,4511.219,20210905811301,52,2,200,0,10,81
782154,2020,46906,10,2,410.9549,20190804767702,36,1,100,0,10,111
359400,2020,40076,6,2,4317.7673,20200604007602,60,2,100,0,36,73
3103995,2022,44223,8,3,5339.0234,20220504438103,31,2,200,0,21,91
1526481,2021,30225,5,1,3615.4812,20200203114601,62,1,100,0,10,111
1502137,2021,15291,5,4,5757.609,20200301580102,35,1,651,200,10,73
2693799,2022,45655,4,1,3755.3139,20220304540301,72,2,100,0,36,124
1839419,2021,25552,8,1,1313.3721,20210602561901,68,2,200,0,36,123
3070432,2022,21496,8,3,5888.1867,20220702152603,11,1,651,0,0,1
3543564,2023,1397,1,9,3689.533,20230100139709,5,1,100,0,0,1
234044,2020,19584,5,2,827.2191,20190202001302,28,2,100,0,10,111
2386365,2022,44744,1,1,5411.0064,20211104451601,36,2,200,0,10,123
1974751,2021,45492,9,7,624.0154,20200704614408,19,1,300,0,10,73
3349453,2022,4351,11,3,1869.6007,20211000431403,19,1,803,0,34,73
1043887,2021,3425,1,1,4893.1801,20201200340801,23,2,100,0,34,81
305343,2020,759,6,1,1988.9097,20200600075901,80,1,100,0,36,81
2690689,2022,43475,4,1,4732.0478,20220404347501,37,1,100,0,10,111
3005669,2022,46892,7,1,4668.113,20210704628101,58,2,100,0,10,125
2794120,2022,42434,5,1,3799.1733,20210204260601,42,1,651,0,10,111
520176,2020,19138,8,1,1374.3903,20190501960501,29,1,100,0,10,125
2475340,2022,35062,2,1,752.0998,20201203524001,54,1,100,0,10,92
2964361,2022,18742,7,1,772.5734,20210401870201,73,1,100,0,36,91
2544974,2022,13641,3,7,5272.7646,20220301364107,6,1,200,0,0,1
2031346,2021,14309,10,1,3901.6163,20200801443801,31,2,100,200,10,81
916226,2020,60160,11,3,5244.7912,20200806003903,2,1,100,0,0,1
287173,2020,57525,5,3,6839.7856,20200205820203,43,1,100,100,32,111
3292907,2022,33883,10,1,3743.9003,20210703346401,85,2,100,0,36,91
2262193,2021,29979,12,1,4945.0304,20211002985201,22,1,100,0,10,73
3216040,2022,50896,9,3,5004.5733,20220705097203,51,1,100,0,32,73
912125,2020,57845,11,1,4302.5031,20191005886201,37,1,651,0,10,73
3139758,2022,67971,8,1,290.398,20210606736401,85,2,100,0,36,73
1774094,2021,52163,7,2,783.099,20200705297702,62,1,100,0,10,73
2598076,2022,50113,3,2,2328.6409,20210105059302,42,1,100,0,10,111
2999236,2022,42471,7,1,4358.8286,20210504229401,34,2,100,0,10,123
884753,2020,40536,11,2,981.9467,20190904110402,47,1,100,0,10,111
2802241,2022,47762,5,1,5354.7117,20210404784201,52,1,100,0,10,111
3573663,2023,22590,1,1,4571.7157,20221103976301,55,2,100,0,10,111
3214793,2022,50050,9,2,2196.6066,20220804999402,50,2,100,200,10,123
1047771,2021,5679,1,4,5303.3,20201200558704,11,2,100,0,0,1
1469017,2021,63748,4,2,3760.7224,20200206520802,37,2,200,0,34,73
2561079,2022,24057,3,1,2483.8811,20220202398601,78,2,100,0,36,73
2689101,2022,42418,4,2,4675.7644,20220304213902,72,2,651,0,36,73
1733357,2021,25474,7,1,1576.7015,20200502614701,80,1,100,0,36,81
2695993,2022,47034,4,5,625.4061,20220404703405,8,2,100,0,0,1
2427140,2022,4016,2,1,1071.2448,20220200401601,64,1,100,0,10,73
3608155,2023,46272,1,2,2207.59,20211202378202,47,2,651,0,10,111
1946241,2021,26277,9,3,2408.8175,20200902658302,13,2,200,0,0,1
2455650,2022,21998,2,1,4560.9446,20211102187701,25,2,100,200,10,81
2033508,2021,15651,10,3,4355.231,20210701561503,24,1,100,0,10,111
2632067,2022,4947,4,1,4408.6789,20220300494001,28,2,100,0,10,111
351514,2020,34300,6,1,3307.9342,20190303535501,65,2,100,0,36,81
3201180,2022,40437,9,1,950.4182,20220704053901,27,2,100,100,10,60
2826696,2022,63683,5,2,4136.5271,20210306389402,25,1,100,500,10,30
2985545,2022,32730,7,1,1237.0127,20220503272201,78,2,100,0,36,73
2750273,2022,13801,5,2,4630.402,20210201380302,39,1,100,611,10,73
1775856,2021,53371,7,3,2726.4414,20200405525003,14,2,200,0,0,1
1993010,2021,57794,9,3,4876.9784,20210705790903,5,2,100,100,0,1
2489873,2022,45370,2,5,3988.8235,20220204537005,4,1,100,0,0,1
3194184,2022,35703,9,1,634.7052,20220803571101,55,2,100,0,10,123
1842078,2021,27440,8,2,1783.3099,20210802744002,17,1,100,0,10,60
1558454,2021,50590,5,2,6456.0557,20210205105302,32,1,100,0,34,73
1949263,2021,28526,9,1,3729.9956,20210902852601,50,1,801,400,32,73
2193381,2021,52922,11,3,975.8169,20201105340903,50,1,100,0,10,60
2569906,2022,30199,3,1,4943.3722,20220303019901,80,1,200,0,36,60
107417,2020,1720,4,1,532.4918,20200100173401,37,2,100,0,10,111
3484026,2022,28033,12,1,3093.4161,20220902805001,66,2,100,0,12,92
839175,2020,12039,11,3,568.494,20191001234703,1,2,100,0,0,1
274896,2020,48655,5,4,4210.1466,20190204976504,5,1,100,0,0,1
1413378,2021,28662,4,3,3704.7498,20210402866203,15,2,100,0,34,30
1323292,2021,41152,3,3,1955.2202,20210104132203,7,2,100,0,0,1
1044492,2021,3771,1,3,3545.0812,20200100384903,6,2,200,0,0,1
1092297,2021,33327,1,2,3569.2639,20201203313302,0,2,200,0,0,1
2619765,2022,64987,3,3,894.232,20220106499403,62,1,100,0,32,73
902980,2020,52210,11,3,4026.0298,20191005318703,5,1,100,0,0,1
2610899,2022,59199,3,3,3652.7325,20201205950203,3,2,100,0,0,1
3316589,2022,50377,10,1,2030.9528,20210804984701,65,1,100,0,36,125
2330109,2022,7122,1,4,3379.113,20211200710704,14,1,100,100,0,1
644119,2020,31148,9,1,3839.5127,20200903114801,56,1,100,0,10,92
2257626,2021,26674,12,4,2454.7151,20200902679504,7,2,200,0,0,1
695554,2020,63129,9,1,3465.1827,20190606446201,40,2,100,0,10,123
2975096,2022,25715,7,2,1750.4274,20220602578102,65,2,100,0,10,73
1814370,2021,9407,8,1,4190.83,20210600939401,37,2,100,0,10,91
2336328,2022,10562,1,3,3928.3635,20220101056203,40,1,100,0,10,73
3439652,2022,66378,11,1,1090.693,20211006577201,27,1,100,0,12,81
3485625,2022,29129,12,2,2823.8049,20211202900402,72,2,100,0,36,73
322002,2020,12461,6,1,641.0498,20190501269501,39,1,200,0,10,125
3582961,2023,28779,1,2,4218.3167,20221002069702,46,2,100,0,10,111
3271491,2022,19465,10,1,1097.1285,20220901953701,41,1,100,0,10,111
305399,2020,792,6,3,1848.7721,20190300082103,60,2,100,0,34,73
1367947,2021,1314,4,1,1281.6669,20200200135501,78,1,100,0,36,125
1114318,2021,47870,1,1,3739.2425,20191204869101,38,1,100,0,10,111
1908157,2021,2316,9,3,3566.0455,20210700229703,1,1,100,0,0,1
342552,2020,28145,6,4,12949.2242,20190502876504,29,1,200,0,10,111
1064121,2021,16083,1,1,5952.8621,20210101608301,35,1,200,0,10,111
2198699,2021,56618,11,1,4180.8085,20210805611901,33,2,100,100,10,111
2284516,2021,45467,12,4,3915.9888,20201104582204,19,2,100,0,32,73
1615154,2021,18023,6,1,772.479,20200501839801,58,1,651,0,10,123
1375283,2021,5655,4,1,4222.642,20200300588401,31,1,100,0,34,111
554412,2020,41727,8,1,6110.1695,20200704169901,30,1,100,612,10,123
1598378,2021,7120,6,2,4763.8133,20210600712002,60,1,100,100,10,92
82494,2020,55124,3,1,4707.7641,20200305512401,36,2,200,0,12,71
468307,2020,50629,7,4,2868.489,20200405168704,13,2,803,0,0,1
2298026,2021,54888,12,2,630.2405,20201005528502,31,2,100,0,10,123
1255312,2021,67008,2,1,4311.7724,20201206688101,31,2,100,0,10,111
857378,2020,23350,11,1,2325.7702,20191102382601,85,2,100,0,36,81
1302137,2021,27115,3,3,2147.8916,20210302711503,1,1,100,0,0,1
2001897,2021,63232,9,3,8379.5431,20200806405603,1,1,651,0,0,1
1335068,2021,49101,3,1,2533.4542,20210304910101,33,2,100,0,34,81
1435810,2021,43100,4,2,5930.3047,20210404310002,24,1,100,612,10,111
625017,2020,19602,9,2,1257.2074,20200901960202,22,1,100,600,10,73
3049636,2022,7588,8,2,4537.6338,20220600758802,29,1,100,100,10,73
1758460,2021,41801,7,11,5920.0249,20210504219911,15,1,100,0,34,40
411300,2020,9267,7,1,3494.0206,20190500944401,36,2,100,0,10,111
884005,2020,40001,11,1,3400.4695,20201003997301,66,2,100,0,10,123
3471164,2022,19064,12,7,790.865,20221101898707,55,1,652,0,32,92
3154881,2022,8879,9,4,4748.8613,20220700882804,36,2,200,100,34,30
681784,2020,54787,9,2,676.5442,20200805476902,29,2,100,0,10,123
1260509,2021,1260,3,1,2036.3533,20210200126401,30,1,100,0,10,91
2757123,2022,18352,5,1,881.0348,20220401843501,64,1,100,0,10,111
1911110,2021,4238,9,1,1722.7835,20210800427201,27,1,100,0,10,73
3198010,2022,38210,9,3,1880.029,20220803821803,15,1,802,0,10,40
1154974,2021,3646,2,4,1844.3749,20201200367204,17,1,652,0,34,60
2227516,2021,6947,12,3,4340.4079,20201000710403,21,2,100,100,34,81
1858771,2021,37871,8,2,823.4138,20200503883902,70,2,100,0,36,123
1076818,2021,23557,1,1,2622.9319,20201102347401,36,2,100,0,34,111
1524246,2021,28876,5,2,2536.0636,20210302918902,72,1,100,0,34,73
2044843,2021,22681,10,1,3402.7386,20210702258701,64,2,100,0,36,111
3339494,2022,65892,10,1,831.7212,20220806588001,64,1,100,0,36,81
1399428,2021,20104,4,2,799.5762,20200402048102,79,1,100,0,36,81
383561,2020,58797,6,1,4611.0519,20190406023901,60,2,100,0,34,92
3249764,2022,5097,10,1,4072.0972,20210900500501,46,2,651,0,10,60
2056604,2021,30397,10,1,3691.7519,20210903031201,63,2,100,0,10,91
968003,2020,23500,12,1,2280.883,20201002354401,27,2,100,0,10,111
3055488,2022,11024,8,4,1109.2565,20210501092904,11,1,100,400,0,1
978041,2020,30007,12,1,2361.544,20191203066001,32,1,100,0,10,73
320991,2020,11508,6,3,936.9593,20190401177203,33,1,100,0,10,73
2587794,2022,43039,3,1,4739.8523,20220304303901,61,1,100,0,10,123
1556083,2021,49259,5,1,1960.2896,20210204971601,28,1,100,0,10,73
1977104,2021,47076,9,1,4239.8215,20200604801401,44,2,100,0,10,73
3132750,2022,63326,8,4,3054.9852,20210706259904,14,2,100,612,0,1
708603,2020,2693,10,2,2886.2299,20201000269302,66,2,100,0,10,111
1902210,2021,66021,8,1,3230.0794,20210806602101,67,1,100,0,10,111
3012725,2022,51573,7,2,4143.143,20220705157302,61,2,100,0,12,111
1873066,2021,47423,8,1,3764.6352,20210804742301,45,2,100,0,10,73
3250991,2022,5834,10,3,4234.7723,20220800583207,54,1,100,100,21,73
2334903,2022,9669,1,1,3912.4544,20211100954101,30,1,100,0,10,111
2744213,2022,9222,5,4,3909.1975,20220400926504,12,2,100,100,0,1
2878403,2022,29212,6,1,3064.3385,20220502909301,27,1,100,0,10,73
2977526,2022,27350,7,4,2013.0948,20220502736204,13,1,100,0,0,1
2477432,2022,36558,2,1,1362.778,20211203648201,27,1,100,0,10,91
588053,2020,65097,8,1,619.8784,20200806509701,70,2,100,0,36,81
672490,2020,48731,9,2,2575.0545,20190704964502,73,1,100,0,36,73
2877121,2022,28346,6,2,4000.3951,20210502797302,70,2,200,0,36,73
2324024,2022,3717,1,1,1067.2778,20201200376501,85,2,100,0,36,111
1535108,2021,35700,5,1,507.3295,20210503570001,43,2,100,0,10,92
3097595,2022,39645,8,3,5303.7145,20220703973803,1,1,100,0,0,1
2572259,2022,31742,3,1,3473.692,20220203166001,38,2,100,0,10,111
3249852,2022,5149,10,2,5783.7128,20210700508102,15,1,100,100,34,50
3228574,2022,59509,9,4,5603.8811,20220905950904,7,1,100,0,0,1
428403,2020,22042,7,1,3937.972,20190602244801,53,2,100,0,10,73
1959557,2021,35211,9,1,722.5903,20210703521501,36,2,100,0,10,111
3591187,2023,34256,1,2,4801.6905,20221006410202,23,2,100,0,34,73
857224,2020,23257,11,2,2090.8527,20200902325202,36,2,100,0,34,125
1496263,2021,10933,5,1,486.4967,20200301133401,85,1,100,0,36,91
1530752,2021,32924,5,2,1043.4608,20210303327102,72,2,200,0,32,73
3534573,2022,63748,12,1,5736.7124,20220906367701,64,2,200,0,32,81
542017,2020,33430,8,1,1235.4204,20190503430601,80,1,100,0,36,73
2935083,2022,67645,6,1,342.2779,20210306782101,64,2,100,0,36,91
3423214,2022,55165,11,2,654.8802,20220905515302,65,1,100,0,36,111
1254906,2021,66710,2,1,1035.9907,20191206789601,27,1,100,0,10,81
1097329,2021,36610,1,1,1229.1506,20210103661001,80,1,100,0,36,73
970416,2020,25012,12,2,2516.9737,20190902542602,60,2,100,0,36,71
1414607,2021,29382,4,1,2830.2126,20210402938201,35,1,100,0,10,73
298582,2020,65430,5,2,2589.3892,20190206681802,30,2,100,0,10,73
1486597,2021,5750,5,7,3074.3491,20210200580107,30,2,100,500,10,73
3208612,2022,45698,9,1,558.4511,20210904520301,53,1,100,0,10,111
3283569,2022,27676,10,1,1347.5164,20211002748701,70,2,100,0,36,123
702857,2020,67765,9,2,316.1953,20200706778102,63,1,100,0,10,81
499426,2020,4409,8,2,1539.9141,20200800440902,45,2,100,0,10,81
321227,2020,11688,6,1,662.4106,20190301202201,37,1,651,0,34,124
454411,2020,40374,7,1,1479.0959,20190604126601,39,1,200,0,10,111
2131879,2021,10680,11,2,3152.2117,20201101080102,78,2,651,0,36,81
2705122,2022,53076,4,3,1667.4322,20220105284103,16,2,100,0,34,40
2359777,2022,26436,1,1,1877.4429,20211002624801,79,2,100,0,10,111
623746,2020,18874,9,6,594.1533,20200601896101,63,1,651,0,10,73
1062322,2021,15003,1,1,5648.9753,20191201519001,48,2,200,0,10,111
3425547,2022,56923,11,5,0.0,20221105692305,20,1,100,0,1,73
2632309,2022,5061,4,1,4759.7358,20210100512601,57,1,100,100,10,73
1800785,2021,1548,8,1,702.2231,20200600156901,46,2,100,0,12,111
1113746,2021,47505,1,1,3998.2047,20201104735501,72,1,100,0,36,123
2814731,2022,55889,5,1,2735.307,20210205621802,75,2,100,0,36,73
2625041,2022,278,4,1,1795.3756,20220100027001,34,1,100,0,10,111
1247301,2021,61666,2,1,2379.7474,20201106147901,22,1,100,0,10,81
3168135,2022,18496,9,2,913.8409,20210701819502,13,2,803,0,0,1
1254669,2021,66536,2,2,727.1186,20210206653602,77,2,100,0,36,123
654266,2020,37318,9,2,2108.4128,20200703724002,70,1,200,0,32,91
741525,2020,21873,10,2,3826.9285,20200802187002,39,2,100,0,10,92
2194502,2021,53674,11,1,3952.1104,20201105415405,33,2,200,0,10,73
871176,2020,31912,11,5,2750.7462,20191103251803,8,1,100,0,0,1
894300,2020,46813,11,1,377.4403,20190904755901,63,2,100,0,32,73
1620249,2021,21028,6,4,2926.7844,20210402129104,14,2,100,0,0,1
1150889,2021,1083,2,2,1495.8463,20210200108302,79,1,100,0,36,71
2699483,2022,49426,4,1,1740.3758,20210304949901,60,1,100,0,10,73
2382353,2022,41833,1,4,5735.9291,20201104203504,80,2,100,611,36,73
547773,2020,37178,8,1,2691.2112,20200703710801,76,2,651,0,36,111
708844,2020,2833,10,7,3297.5937,20190900283307,16,2,200,0,34,50
2028302,2021,11734,10,1,1019.8476,20201001189001,36,2,652,200,21,73
1848315,2021,31240,8,1,5113.8125,20210703121801,40,1,100,0,10,111
198254,2020,64442,4,1,3804.5782,20200106474401,56,2,200,0,10,111
211102,2020,3372,5,5,4724.2507,20190300344305,13,1,100,0,0,1
2729565,2022,656,5,1,2380.8899,20220400066901,49,2,200,0,10,111
3451517,2022,5756,12,1,3883.7282,20221100581401,80,2,200,0,36,111
1474800,2021,67421,4,1,3196.696,20210306761501,80,1,100,0,10,81
642719,2020,30401,9,1,3511.7623,20190703095401,65,2,200,0,32,81
204178,2020,68420,4,1,3040.0384,20190106954701,64,2,100,0,36,73
2689955,2022,43026,4,1,4216.9371,20210204306401,85,2,100,0,36,73
2854650,2022,13563,6,1,4212.4633,20220301355001,26,2,100,0,10,111
543256,2020,34390,8,1,4469.2553,20200703435201,40,1,100,0,10,73
3526548,2022,58336,12,3,3904.7937,20221105829803,80,2,200,0,36,92
885740,2020,41227,11,1,956.0849,20190804183601,53,1,100,0,10,91
2146665,2021,21183,11,1,4016.6003,20211002118001,60,1,100,0,36,111
452595,2020,39017,7,5,4255.6014,20200403982805,10,2,100,0,0,1
1698641,2021,4033,7,2,1433.1034,20200600411502,54,1,100,0,10,92
2716144,2022,60683,4,1,3914.8095,20210306072801,67,2,100,0,10,73
2857564,2022,15463,6,4,6489.2083,20220601546304,6,2,100,0,0,1
2178217,2021,42646,11,2,12763.3997,20200804291802,21,2,200,0,34,71
2602760,2022,53358,3,1,2429.4473,20220205337001,32,1,100,100,10,50
1785851,2021,59749,7,6,5920.1858,20210506023706,9,1,100,100,0,1
2854704,2022,13611,6,1,3915.1771,20220301359301,33,1,100,100,10,73
2058993,2021,31775,10,2,3189.9884,20201003214302,73,2,100,0,10,92
1396822,2021,18737,4,5,918.3368,20200101918106,59,2,651,0,34,73
3402768,2022,40614,11,2,1019.5898,20211004037104,56,2,100,0,10,123
2828119,2022,64514,5,3,6527.4981,20210506418803,25,1,300,100,34,40
913628,2020,58675,11,2,5365.9784,20191005974402,29,2,100,100,10,81
2051447,2021,26931,10,1,1400.6051,20210802685401,80,1,100,0,36,123
401401,2020,2615,7,1,6283.7941,20200700261501,49,1,100,100,10,60
3390713,2022,31908,11,1,2872.8458,20210803161601,80,1,100,0,36,73
2945321,2022,5808,7,7,4140.2235,20220400579307,67,1,100,0,32,81
2169446,2021,36400,11,1,1181.7938,20211003631701,85,1,100,0,36,81
2198944,2021,56759,11,4,5010.8229,20211105675904,11,2,651,0,0,1
2937108,2022,375,7,1,2415.2918,20210700036901,64,2,100,0,34,111
1392367,2021,16030,4,1,5367.2456,20210201604801,45,2,200,400,34,73
3359121,2022,9872,11,4,4017.3424,20221000988104,18,2,100,0,34,60
697953,2020,64514,9,1,2773.3931,20200606485201,53,2,100,0,10,92
1413295,2021,28617,4,1,4032.2644,20210402861701,49,2,100,0,12,73
2165360,2021,33577,11,1,3267.3292,20211003351901,45,1,200,0,10,73
3545012,2023,2583,1,4,852.3952,20230100258304,16,1,100,0,34,60
446940,2020,35194,7,2,398.0931,20190403626002,80,2,100,0,36,81
3087542,2022,32738,8,1,1409.24,20220803273801,71,2,100,0,36,123
1712257,2021,11946,7,1,456.0427,20210401206001,40,1,200,0,10,111
906551,2020,54451,11,3,2781.4856,20191005550303,12,2,100,0,0,1
457319,2020,42603,7,6,5237.4045,20190704334906,63,2,651,0,36,73
1720972,2021,18064,7,4,1286.2149,20210401829303,1,2,651,0,0,1
1109883,2021,44985,1,2,4018.7603,20210104498502,42,2,100,0,34,123
1635960,2021,30799,6,2,3292.5013,20210603079902,78,2,100,0,36,73
2743921,2022,9045,5,4,5342.1322,20220500904504,25,1,100,100,10,91
1681434,2021,60547,6,2,1881.8809,20200506203802,51,1,100,0,10,73
586628,2020,64259,8,1,3468.8227,20190506587101,44,1,651,0,10,111
2312768,2021,64315,12,5,4420.9735,20211106422405,21,1,300,0,34,71
2662620,2022,24305,4,2,1749.8493,20220402430502,62,2,100,0,10,111
2170967,2021,37342,11,2,2204.0993,20211003725602,40,2,100,0,12,73
1346514,2021,56327,3,2,2592.8022,20210105646602,76,1,100,0,36,40
2628143,2022,2350,4,1,4778.971,20210100234601,41,1,100,0,10,81
1693540,2021,690,7,1,2192.6155,20200700072001,27,2,100,0,10,91
2657027,2022,20864,4,1,4138.4471,20220202063301,61,2,100,0,10,111
1923969,2021,11730,9,4,864.8252,20210601174504,6,2,100,0,0,1
3358520,2022,9518,11,3,3969.9709,20210800951005,48,1,100,0,21,81
686401,2020,57697,9,1,4080.466,20190905873101,79,1,100,0,36,81
1639641,2021,33274,6,3,1125.8848,20200503404903,8,2,200,0,0,1
1748601,2021,35258,7,1,1157.9238,20200603594101,80,1,300,0,36,111
3395574,2022,35556,11,4,660.952,20210903518604,12,1,100,0,0,1
2680452,2022,36388,4,1,1369.125,20210403625601,40,1,100,0,10,123
3139579,2022,67825,8,1,333.4822,20210806699901,75,1,100,0,36,81
3432889,2022,61658,11,1,439.4788,20211006110601,60,1,100,0,32,73
339802,2020,25901,6,5,2609.6705,20200502607505,12,1,200,0,0,1
1722860,2021,19189,7,3,832.2786,20210701918903,11,1,100,0,0,1
2871741,2022,24480,6,3,2536.779,20220602448003,0,2,100,0,0,1
2668414,2022,28397,4,1,4353.7072,20210202832401,33,2,100,0,10,111
302166,2020,68025,5,1,3827.1491,20200306879201,50,1,100,0,10,73
2895966,2022,41124,6,1,1540.3415,20210604046701,27,1,100,0,10,91
2100914,2021,59447,10,3,4745.4198,20200705998303,6,1,100,0,0,1
3100991,2022,42106,8,1,4741.6267,20210604175801,41,2,651,0,10,125
3001643,2022,44165,7,2,3497.3811,20220604434402,61,1,100,0,10,111
2678567,2022,34943,4,1,3471.9937,20210103503601,70,1,100,0,12,124
